code	name	image	n_additives	nutriscore	nova	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	omega-6-fat_100g	omega-9-fat_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	starch_100g	polyols_100g	fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g
0004394	tree ripened papaya	https://static.openfoodfacts.org/images/products/0004394/front_en.6.400.jpg	0		1																																																																								
00045889	Lattice Topped Mince Pies		6	e	4	1720		15.3	7.5								61.1	36.7				5.4				0.3	0.118110236220472																																										21	21							
00047524	Jambon fumé et coleslaw	https://static.openfoodfacts.org/images/products/00047524/front.7.400.jpg	0	b		929		9.3	1.5								24.2	2				9.2				0.93	0.366141732283465																																										2	2							
00047852	All Butter Scottish Shortbread Assortment		1	e	3	2159		28.2	16								58.5	14.7			2.7	5.7				0.75	0.295275590551181																																										20	20							
00050319	Blanche Drao		0		3																							5																																																	
00050678	Diet Sparkling Fiery Ginger Beer	https://static.openfoodfacts.org/images/products/00050678/front_en.6.400.jpg	5	b	4	4		0.1	0.1								0	0			0.1	0.1				0.08	0.031496062992126																																										1	0							
00051248	Winter Berries & Prosecco Hand cooked crisps		7	d	4	2192		30	3								54.1	3				6.8				0.7	0.275590551181102																																										11	11							
00053327	British plain flour	https://static.openfoodfacts.org/images/products/00053327/front_en.3.400.jpg	0	a	1	1554		1.3	0.2								77.7	1.5			3.1	9.4				0.0100076	0.00394																																										-4	-4							
00054379	Pineapple slices in juice	https://static.openfoodfacts.org/images/products/00054379/front_en.10.400.jpg	0	a		235		0.5	0.1								14	11			0.5	0.5				0.02	0.0078740157480315																																										-3	-3							
00058001	Bramley Apple Crumble		0	d		1192		11.7	7.4								40.7	21.6			2.2	3.2				0.2	0.078740157480315																																					47					11	11							
00062114	Baguette		0																																																																										
00062855		https://static.openfoodfacts.org/images/products/00062855/front_en.4.400.jpg	0			472		2.1									17.8	10.9				4.7				0.103	0.0404																																																		
00062916	Vanilla Nonfat Yogurt	https://static.openfoodfacts.org/images/products/00062916/front_en.5.400.jpg	0	a		332	0	0	0						0	0	15	10.1			0	4.85				0.179	0.0705		0					0														0.176		0																			-1	-1							
00064491	Sunflower oil	https://static.openfoodfacts.org/images/products/00064491/front_en.9.400.jpg	0	d	2	3404		92	10.1								0.5	0.5			0.5	0.5				0.01	0.00393700787401575																																										11	20							
00065252	4 Ultimate Buttermilk Pancakes		3	b	4	1050		7.7	0.9								37.4	9.5			2	6.9				0.67	0.263779527559055																																										1	1							
00065269	Pancakes au Chocolat belge		4	c	4	1155		9.7	2.8								39.8	15.1			1.5	6.6				0.55	0.216535433070866																																										5	5							
00068789	Rollmop Herrings	https://static.openfoodfacts.org/images/products/00068789/front_en.8.400.jpg	2	d	3	725		6.9	1.4								15.2	15.2			0.5	12.1				2.2352	0.88																																										15	15							
00070430	Creamy Chicken Pie	https://static.openfoodfacts.org/images/products/00070430/front.12.400.jpg	0	d		1172		16.6	6.9								20.3	1				11.7				0.5	0.196850393700787																																										11	11							
00071093	Hollow Milk Chocolate Decorated R2D2 Figure	https://static.openfoodfacts.org/images/products/00071093/front_en.7.400.jpg	1	e	4	2245		32.5	20.1								53.7	53.5			1.7	6.8				0.2	0.078740157480315																																										25	25							
00071185	Spiketail the dinosaur	https://static.openfoodfacts.org/images/products/00071185/front_en.6.400.jpg	0	e	3	2163		29.3	18.1								56.4	56.1				6.1				0.18	0.0708661417322835																																							30			26	26							
00071338	Smoothie super Berry		0	e		364		1.9	1								14.8	9.4			0.6	2.3				0.1	0.0393700787401575																																										17	2							
00071543	Aloe Vera Grape & Apple Juice		0	e		155			0.1									8.5			0.1	0.1				0.1	0.0393700787401575																																										12	1							
00071574	Smoothie Orange, Carrot & Mango		2	c	4	209		0.3	0.1								10.1	8.1			1	1.3				0.03	0.0118110236220472							0.024																														95					2	-5							
00071604	CRANBERRY & RASPERRY JUICE DRINK		1	c	4	29		0.1	0.1								1.1	1.1			0.1	0.2				0.1	0.0393700787401575																																										2	0							
0007200000021	Sauce bolognaise	https://static.openfoodfacts.org/images/products/000/720/000/0021/front_en.3.400.jpg	0																																																																										
00072083	Sandwich Poulet Rôti & Avocat		0	b		862		7.1	1								23	2.3				11.2				0.9	0.354330708661417																																										0	0							
00072847	Pho Noodle Pot		0		3	264		0.6	0.2								12.4	1.4			0.8	1.5				0.48	0.188976377952756																																																		
00072854	Tom Yum Noodle Pot		5		4	314		1.3	0.6								12.3	1.909			3	3				0.8	0.31496062992126																																																		
00073455	grilled Cajun chicken breast, spicy wedges & sour cream		2	a	4	354		1.6	0.6								7.8	2.7			1.3	8.9				0.25	0.0984251968503937																																										-4	-4							
00073899	Cornish Cove Cheddar		0	d	3	1720		34.4	21.2								1.9	1.1			1.2	22.9				1.38	0.543307086614173																																										15	20							
00073974	Mango & Passion Fruit & Greek Style Yogurt Snack Pot		0	c	3	435		5.5	3.7								10.8	8.8			0.5	2.7				0.08	0.031496062992126																																										4	4							
000742	assortiment de tuiles et palets gourmands		1	e	3	2326		33	20								57	49				6.9				0.11	0.0433070866141732																																										26	26							
00074742	Taste the Difference Raspberry Conserve	https://static.openfoodfacts.org/images/products/00074742/front_en.6.400.jpg	3	c	4	1063		0.9	0.5								59.4	57.4	2		2.9	0.7				0.2	0.078740157480315	0																																									5	5							
00076517	Banana & Berries		0	a	1	251		0.2	0.1								13.1	12			1	0.9				0.1	0.0393700787401575																																					100					-4	-4							
00076630	Broccoli	https://static.openfoodfacts.org/images/products/00076630/front_en.5.400.jpg	0		1																																																																								
00078115	Mild Cheddar with Onions & Chives		0	d	3	1618		32.9	19.7								1.4	0.4			0.8	21.7				1.53	0.602362204724409																																										15	20							
00078832	Berry Medley		0	a	1	226		0.2	0.1								11.9	10.9			1.1	0.7				0.1	0.0393700787401575																																					100					-4	-4							
00079150	Tortellini	https://static.openfoodfacts.org/images/products/00079150/front_en.8.400.jpg	0	c		1670	451	10.8	4.62						0	0.0769	58.5	1.54			4.62	15.4				1.48	0.585		0					0														0.154		0.00277																			10	10							
0008077102146	Hello Panda	https://static.openfoodfacts.org/images/products/000/807/710/2146/front_en.6.400.jpg	2	e	4	2230	1110	26.7	13.3						0	0.0333	66.7	33.3			6.67	6.67				0.931	0.367		0					0														0.133		0.0024																			22	22							
00080897	Poulet Korma & Riz Pilaf		0	a	3	590		6	2.6								11.6	0.3			1.7	9.4				0.6	0.236220472440945																																										-1	-1							
00080910	Poulet Tikka Masala Et Riz Pilaf		0	a		619			1.6									0.6			2.7	8.9				0.63	0.248031496062992																																										-3	-3							
0008274000078	Ginger Beer	https://static.openfoodfacts.org/images/products/000/827/400/0078/front_en.6.400.jpg	0	e	3	167		0	0								11	11				0				0	0																																										14	2							
0008295616241	Balsamic vinegar of Modena	https://static.openfoodfacts.org/images/products/000/829/561/6241/front.7.400.jpg	2		4	63		0	0									3			0					0	0																																																		
0008361860110	Malt Beverage Plus Acai And Guarana And Aloe Vera		0	e	1	280		0	0								16	14				1				0.03	0.0118110236220472																																										20	3							
0008361860202	Vitamalt Plus Plus		1	e	4	280		0	0								16	14			0	0.5				0.02	0.0078740157480315																																										20	3							
0008421369416	Brioche Pur Beurre		0	e		1632		16	11.5								52	14.9				9.6				0.86	0.338582677165354																																										20	20							
00084222	Poulet Kip Piri-Piri		0	a		473		2.5	0.6								16.8	4.4			1.5	6.9				0.4	0.15748031496063																																										-3	-3							
0008563994606	Macarons Pistache		0	d		1910		22.9	4.29						0	0	57.1	51.4			2.86	8.57				0.0726	0.0286				0															0.191		0.0629		0.000857																			16	16							
0008563994613	Macarons		0	d		1933		22	5.1								58	51			3	7.5				0.09	0.0354330708661417																																										17	17							
0008563994620	Macarons de Pauline		0	d		1910		20	4.29								60	51.4			8.57	8.57				0.0429	0.0169																					0.0571		0.00103																			14	14							
00086929	Cioppino Seafood Stew	https://static.openfoodfacts.org/images/products/00086929/front_en.4.400.jpg	1		4																																																																								
00086974	Traditional Coleslaw		0	c		967		21.9	1.6								6.6	4.8				0.9				0.6	0.236220472440945																																										6	6							
00088749	Dolly Mixtures		8	d	4	1594		1.8	0.9								89.6	86.6			0.2	1.5				0.05	0.0196850393700787																																										14	14							
00088824	Milk Bottles		1	d	4	1469		1.7	1								78.1	58.9			0.4	5.8				0.15	0.0590551181102362																																										14	14							
00088862	British plain flour	https://static.openfoodfacts.org/images/products/00088862/front_en.5.400.jpg	0	a	1	1554		1.3	0.2								77.7	1.5			3.1	9.4				0.0100076	0.00394																																										-4	-4							
00088886	British Self Raising Flour	https://static.openfoodfacts.org/images/products/00088886/front_en.6.400.jpg	2	d	4	1469		1.7	1								78.1	58.9			0.4	5.8				0.15	0.0590551181102362																																										14	14							
00088909	Pressed carrot juice		1	d	4	88		0.1	0.1								4.4	4			0	0.7				0	0																																										6	0							
00088978	Fresh Drinking Coconut		0		1	96		0.1	0								4.85	0				0.125																																																							
00089	Organic raw cacao powder	https://static.openfoodfacts.org/images/products/00089/front_en.6.400.jpg	0	b	1	1510		11.5	6.9								23.9	1.2			29.5	25.8				0	0																																										0	0							
00089227	Tomato & Sausage Pasta Sauce		0	c	3	556		8.4	2.5								9.1	4.6			1.7	4.3				0.79	0.311023622047244																																					57					3	3							
00089739	Beurre doux		0	e	2	3088		82	57								0.4	0.4				0.4				0.03	0.0118110236220472																																										19	19							
0009	goji berries		0	a	1	1272		2.88	0.38								61.2	47.1			13.3	15.1				0.264	0.103937007874016																																										-1	-1							
00090100	Pulled Pork & Chorizo Feijoada	https://static.openfoodfacts.org/images/products/00090100/front.6.400.jpg	4	a	4	622		4.4	2								16	0.5			2.2	10				0.63	0.248031496062992																																										-3	-3							
00090780	Spaghetti sauce with mushrooms	https://static.openfoodfacts.org/images/products/00090780/front_en.7.400.jpg	0	b	3	162	0	0	0						0	0	8.62	5.17			1.72	1.72				0.81	0.319		0.000103					0.00776														0.0345		0.000931																			2	2							
00091244	Roasted Vegetables Lasagne		0	b		439		4.2	0.8								12.6	3.8			1.4	3.1				0.6	0.236220472440945																																										1	1							
00091312	Wrap poulet piri-piri		0	a		628		4.7	0.6								14.7	0.7				8.6				0.65	0.255905511811024																																										-2	-2							
0009138378043	Rainbow Cherry	https://static.openfoodfacts.org/images/products/000/913/837/8043/front_en.19.400.jpg	5		4																																																																								
00091640	Moutarde Posh Dog		0	c		347		5.4	0.8								1.5	1.5			4	5.1				3.5	1.37795275590551																																										7	7							
0009300003346	Petite Snack Crunchers Kosher Dills	https://static.openfoodfacts.org/images/products/000/930/000/3346/front_en.7.400.jpg	4		4	75		0									3.57					0				2.81	1.11																																																		
0009300128896	Kosher Dills	https://static.openfoodfacts.org/images/products/000/930/012/8896/front_en.9.400.jpg	3		4	21		0									1					0				0.6604	0.26																																																		
00093910	Beef Lasagne		2	b	4	699		7.7	3								16.6	2.7			1.2	7.2				0.579999999999999	0.228346456692913																																										1	1							
0009439002579	London Porter		0		3																							5.4																																																	
0009542005979	Chocolat sale	https://static.openfoodfacts.org/images/products/000/954/200/5979/front_en.3.400.jpg	0	e		2197		31.8	19.6								50.2	48.4				6.2				0.124	0.0488188976377953																																										26	26							
0009542009984	Lindt Excellence Supreme Dark Chocolate 90% Cocoa	https://static.openfoodfacts.org/images/products/000/954/200/9984/front_en.10.400.jpg	0																																																																										
0009542018054	Creme Brulee	https://static.openfoodfacts.org/images/products/000/954/201/8054/front_en.5.400.jpg	2	e	4	2400	1460	40	25						0	0.05	50	50			2.5	5				0.222	0.0875		7.5e-05					0														0.2		0.0009																			25	25							
0009542018061	Creation Hazelnut Torte Milk Chocolate	https://static.openfoodfacts.org/images/products/000/954/201/8061/front_en.6.400.jpg	1	e	4	2300	1260	32.5	20						0	0.0125	55	52.5			2.5	7.5				0.159	0.0625		0					0														0.2		0.0009																			24	24							
0009542018085	Molten Lava Cake	https://static.openfoodfacts.org/images/products/000/954/201/8085/front_en.5.400.jpg	2	e	4	2200	1150	30	20						0	0.025	55	50			2.5	5				0.159	0.0625		0					0														0.15		0.0009																			24	24							
00096225	Made Without Wheat New York Cheesecake		1	e	3	1448		22	13.5								32.6	20.2				3.4				0.35	0.137795275590551																																										19	19							
0009800120482	Ferrero Rocher Fine Hazelnut Chocolates 21.2 Oz. Pack		0	d		962		27	15								18	15				3				0	0																																										15	15							
0009800801107	Mini Cups	https://static.openfoodfacts.org/images/products/000/980/080/1107/front_en.5.400.jpg	0	e	3	2230	1260	30	10						0	0.0167	56.7	56.7			3.33	6.67				0.0847	0.0333		0					0														0.133		0.0024																			22	22							
0009800892204	Nutella		0	e	3	2260	1240	32.4	10.8						0	0	56.8	56.8			2.7	5.41				0.103	0.0405		0					0														0.108		0.00195																			24	24							
0009800895007	Nutella	https://static.openfoodfacts.org/images/products/000/980/089/5007/front_en.12.400.jpg	0	e	3	2259		32.4	10.8						0	0	56.8	56.8			1	5.41				0.0381	0.015		0					0														0.04		0.00072																			25	25							
